Problem Number;Problem Sub Status;Problem Change Date+Time;Problem Status
1-367921041;In Progress;2011-08-29T13:48:47+01:00;Accepted
1-367921041;Assigned;2011-11-11T15:57:44+01:00;Accepted
1-367921041;Wait;2011-11-21T08:27:41+01:00;Accepted
1-367921041;In Progress;2012-02-29T17:54:59+01:00;Accepted
1-367921041;Closed;2012-02-29T17:56:23+01:00;Completed
1-368322765;In Progress;2010-04-20T14:25:52+01:00;Accepted
1-368322765;Awaiting Assignment;2010-04-20T14:29:35+01:00;Queued
1-368322765;In Progress;2010-04-20T16:03:14+01:00;Accepted
1-368322765;Assigned;2010-04-20T16:03:18+01:00;Accepted
1-368322765;Awaiting Assignment;2011-03-30T10:49:05+01:00;Queued
1-368322765;In Progress;2011-03-30T11:08:08+01:00;Accepted
1-368322765;Assigned;2011-03-30T11:08:19+01:00;Accepted
1-368322765;Wait;2011-03-30T14:14:36+01:00;Accepted
1-368322765;Awaiting Assignment;2011-06-06T13:20:14+01:00;Queued
1-368322765;In Progress;2011-06-16T11:12:11+01:00;Accepted
1-368322765;Assigned;2011-06-16T11:12:21+01:00;Accepted
1-368322765;In Progress;2012-01-31T08:26:37+01:00;Accepted
1-368322765;Closed;2012-01-31T08:28:52+01:00;Completed
1-368929048;In Progress;2010-04-22T14:51:56+01:00;Accepted
1-368929048;Awaiting Assignment;2010-04-22T15:08:11+01:00;Queued
1-368929048;In Progress;2010-04-22T19:19:48+01:00;Accepted
1-368929048;Assigned;2010-04-22T19:23:29+01:00;Accepted
1-368929048;In Progress;2012-01-31T09:06:12+01:00;Accepted
1-368929048;Closed;2012-01-31T09:36:08+01:00;Completed
1-369693874;In Progress;2010-04-26T15:41:03+01:00;Accepted
1-369693874;Awaiting Assignment;2010-04-26T15:44:34+01:00;Queued
1-369693874;In Progress;2010-04-26T19:08:15+01:00;Accepted
1-369693874;Assigned;2010-04-26T19:12:24+01:00;Accepted
1-369693874;In Progress;2011-12-20T22:24:04+01:00;Accepted
1-369693874;Closed;2012-01-05T16:11:34+01:00;Completed
1-369989135;In Progress;2010-04-27T15:40:49+01:00;Accepted
1-369989135;In Progress;2010-04-27T15:43:59+01:00;Accepted
1-369989135;In Progress;2010-04-29T14:15:14+01:00;Accepted
1-369989135;Assigned;2010-04-29T14:18:16+01:00;Accepted
1-369989135;In Progress;2012-02-02T21:53:09+01:00;Accepted
1-369989135;Closed;2012-02-02T22:08:20+01:00;Completed
1-370436092;In Progress;2010-04-29T08:23:20+01:00;Accepted
1-370436092;Awaiting Assignment;2010-04-29T08:23:56+01:00;Queued
1-370436092;In Progress;2010-05-04T13:28:29+01:00;Accepted
1-370436092;In Progress;2010-11-09T18:47:12+01:00;Accepted
1-370436092;Assigned;2012-04-24T17:21:03+01:00;Accepted
1-370436092;In Progress;2012-04-25T18:07:12+01:00;Accepted
1-370436092;Closed;2012-04-25T18:07:27+01:00;Completed
1-370452680;In Progress;2010-04-29T13:58:57+01:00;Accepted
1-370452680;Awaiting Assignment;2010-04-29T14:01:26+01:00;Queued
1-370452680;In Progress;2010-04-29T14:20:48+01:00;Accepted
1-370452680;Assigned;2010-04-29T14:22:02+01:00;Accepted
1-370452680;Awaiting Assignment;2011-04-07T13:10:31+01:00;Queued
1-370452680;In Progress;2011-08-12T09:58:32+01:00;Accepted
1-370452680;Wait;2011-08-12T09:59:24+01:00;Accepted
1-370452680;Closed;2012-01-04T12:44:59+01:00;Completed
1-371498622;In Progress;2010-05-04T17:15:44+01:00;Accepted
1-371498622;Awaiting Assignment;2010-05-04T17:23:17+01:00;Queued
1-371498622;In Progress;2010-05-04T17:24:58+01:00;Accepted
1-371498622;Assigned;2010-05-04T17:27:46+01:00;Accepted
1-371498622;In Progress;2012-01-18T10:30:42+01:00;Accepted
1-371498622;Closed;2012-01-18T10:31:12+01:00;Completed
1-371631962;In Progress;2010-05-05T09:21:02+01:00;Accepted
1-371631962;Closed;2012-03-20T16:17:35+01:00;Completed
1-371672096;In Progress;2010-05-05T12:44:03+01:00;Accepted
1-371672096;Awaiting Assignment;2010-05-05T13:24:34+01:00;Queued
1-371672096;In Progress;2010-05-05T15:09:25+01:00;Accepted
1-371672096;Assigned;2010-05-05T15:09:30+01:00;Accepted
1-371672096;In Progress;2012-02-04T08:57:22+01:00;Accepted
1-371672096;Closed;2012-02-04T09:10:51+01:00;Completed
1-372029512;In Progress;2010-05-06T16:36:41+01:00;Accepted
1-372029512;Unmatched;2010-05-06T17:05:00+01:00;Unmatched
1-372029512;Awaiting Assignment;2010-10-01T15:43:52+01:00;Queued
1-372029512;In Progress;2010-10-04T09:59:18+01:00;Accepted
1-372029512;Wait;2010-10-04T10:00:12+01:00;Accepted
1-372029512;Assigned;2010-10-19T13:43:59+01:00;Accepted
1-372029512;Wait;2011-10-20T13:21:34+01:00;Accepted
1-372029512;Closed;2012-01-30T13:18:55+01:00;Completed
1-372555278;In Progress;2010-05-10T12:38:28+01:00;Accepted
1-372555278;Awaiting Assignment;2010-05-10T12:41:26+01:00;Queued
1-372555278;In Progress;2010-05-10T19:31:40+01:00;Accepted
1-372555278;Assigned;2010-05-10T19:36:20+01:00;Accepted
1-372555278;In Progress;2012-01-13T11:25:46+01:00;Accepted
1-372555278;In Progress;2012-01-13T13:47:12+01:00;Accepted
1-372555278;Awaiting Assignment;2012-01-13T13:47:19+01:00;Queued
1-372555278;In Progress;2012-01-13T13:47:32+01:00;Accepted
1-372555278;Assigned;2012-01-13T13:48:09+01:00;Accepted
1-372555278;Wait;2012-01-19T10:02:17+01:00;Accepted
1-372555278;Closed;2012-02-13T10:11:49+01:00;Completed
1-372579132;In Progress;2010-05-10T13:01:38+01:00;Accepted
1-372579132;Awaiting Assignment;2010-05-10T13:07:54+01:00;Queued
1-372579132;In Progress;2010-05-10T19:36:38+01:00;Accepted
1-372579132;Assigned;2010-05-10T19:41:50+01:00;Accepted
1-372579132;In Progress;2012-02-02T22:52:05+01:00;Accepted
1-372579132;Closed;2012-02-04T08:56:49+01:00;Completed
1-372858362;In Progress;2010-05-11T14:11:58+01:00;Accepted
1-372858362;Awaiting Assignment;2010-05-11T14:13:34+01:00;Queued
1-372858362;In Progress;2010-05-11T20:18:30+01:00;Accepted
1-372858362;Assigned;2010-05-11T20:25:17+01:00;Accepted
1-372858362;In Progress;2012-01-31T10:01:59+01:00;Accepted
1-372858362;Closed;2012-01-31T10:06:41+01:00;Completed
1-372978779;In Progress;2010-05-12T08:01:33+01:00;Accepted
1-372978779;In Progress;2010-05-12T08:03:39+01:00;Accepted
1-372978779;In Progress;2010-05-12T08:03:44+01:00;Accepted
1-372978779;Awaiting Assignment;2010-05-12T08:05:09+01:00;Queued
1-372978779;In Progress;2010-05-12T20:04:00+01:00;Accepted
1-372978779;Assigned;2010-05-12T20:04:07+01:00;Accepted
1-372978779;In Progress;2012-01-30T13:58:10+01:00;Accepted
1-372978779;Closed;2012-01-30T14:38:43+01:00;Completed
1-373110819;In Progress;2010-05-12T11:59:40+01:00;Accepted
1-373110819;Awaiting Assignment;2010-05-12T12:02:27+01:00;Queued
1-373110819;In Progress;2010-05-12T20:04:54+01:00;Accepted
1-373110819;Assigned;2010-05-12T20:06:49+01:00;Accepted
1-373110819;In Progress;2012-02-03T07:48:56+01:00;Accepted
1-373110819;Closed;2012-02-03T07:50:31+01:00;Completed
1-373268674;In Progress;2010-05-13T11:56:33+01:00;Accepted
1-373268674;Awaiting Assignment;2010-05-13T12:05:42+01:00;Queued
1-373268674;In Progress;2010-05-14T00:43:08+01:00;Accepted
1-373268674;Assigned;2010-05-14T00:50:11+01:00;Accepted
1-373268674;In Progress;2012-02-03T07:51:00+01:00;Accepted
1-373268674;Closed;2012-02-03T07:52:14+01:00;Completed
1-373413519;In Progress;2010-05-14T07:03:29+01:00;Accepted
1-373413519;Awaiting Assignment;2010-05-14T07:05:48+01:00;Queued
1-373413519;In Progress;2010-05-14T12:18:59+01:00;Accepted
1-373413519;Assigned;2010-05-14T12:19:05+01:00;Accepted
1-373413519;In Progress;2012-01-30T12:59:22+01:00;Accepted
1-373413519;Closed;2012-01-30T13:00:09+01:00;Completed
1-373413971;In Progress;2010-05-14T09:04:31+01:00;Accepted
1-373413971;Awaiting Assignment;2010-05-14T09:11:11+01:00;Queued
1-373413971;In Progress;2010-05-14T12:23:06+01:00;Accepted
1-373413971;Assigned;2010-05-14T12:23:10+01:00;Accepted
1-373413971;In Progress;2012-02-03T07:54:21+01:00;Accepted
1-373413971;Closed;2012-02-04T08:48:35+01:00;Completed
1-374379174;In Progress;2010-05-19T10:58:36+01:00;Accepted
1-374379174;Awaiting Assignment;2010-06-15T07:18:34+01:00;Queued
1-374379174;In Progress;2010-06-15T11:50:39+01:00;Accepted
1-374379174;Wait;2010-06-15T11:50:54+01:00;Accepted
1-374379174;In Progress;2012-04-25T12:32:00+01:00;Accepted
1-374379174;Closed;2012-04-25T12:32:25+01:00;Completed
1-374630866;In Progress;2010-05-20T11:55:23+01:00;Accepted
1-374630866;Awaiting Assignment;2010-05-20T12:43:22+01:00;Queued
1-374630866;In Progress;2010-05-20T23:57:03+01:00;Accepted
1-374630866;Assigned;2010-05-20T23:58:48+01:00;Accepted
1-374630866;In Progress;2012-02-03T07:52:26+01:00;Accepted
1-374630866;Closed;2012-02-03T07:54:03+01:00;Completed
1-374832944;Awaiting Assignment;2010-05-21T10:28:29+01:00;Queued
1-374832944;In Progress;2010-05-21T10:30:53+01:00;Accepted
1-374832944;Awaiting Assignment;2010-05-21T11:07:49+01:00;Queued
1-374832944;Awaiting Assignment;2010-05-24T14:45:23+01:00;Queued
1-374832944;In Progress;2011-11-01T17:11:00+01:00;Accepted
1-374832944;Assigned;2011-11-01T17:30:00+01:00;Accepted
1-374832944;In Progress;2012-02-01T13:57:19+01:00;Accepted
1-374832944;Closed;2012-02-01T13:58:08+01:00;Completed
1-375337251;In Progress;2010-05-24T13:32:13+01:00;Accepted
1-375337251;Awaiting Assignment;2010-05-24T13:44:34+01:00;Queued
1-375337251;In Progress;2010-05-25T02:30:49+01:00;Accepted
1-375337251;Assigned;2010-05-25T02:33:22+01:00;Accepted
1-375337251;In Progress;2012-02-03T08:42:20+01:00;Accepted
1-375337251;Closed;2012-02-03T09:13:07+01:00;Completed
1-375430388;In Progress;2010-05-24T16:28:06+01:00;Accepted
1-375430388;Awaiting Assignment;2010-05-24T16:30:59+01:00;Queued
1-375430388;In Progress;2010-05-25T02:27:35+01:00;Accepted
1-375430388;Assigned;2010-05-25T02:30:17+01:00;Accepted
1-375430388;In Progress;2012-02-03T18:54:32+01:00;Accepted
1-375430388;Closed;2012-02-03T18:55:46+01:00;Completed
1-375644051;In Progress;2010-05-25T11:42:48+01:00;Accepted
1-375644051;Wait;2010-05-25T11:49:29+01:00;Accepted
1-375644051;In Progress;2011-06-29T15:13:19+01:00;Accepted
1-375644051;Awaiting Assignment;2011-11-23T12:47:29+01:00;Queued
1-375644051;In Progress;2011-11-23T12:49:06+01:00;Accepted
1-375644051;Awaiting Assignment;2011-11-23T12:55:00+01:00;Queued
1-375644051;In Progress;2011-11-29T14:18:56+01:00;Accepted
1-375644051;Closed;2012-03-23T13:57:17+01:00;Completed
1-375646314;In Progress;2010-05-25T12:27:54+01:00;Accepted
1-375646314;Awaiting Assignment;2010-05-25T12:32:07+01:00;Queued
1-375646314;In Progress;2010-05-25T12:55:40+01:00;Accepted
1-375646314;Assigned;2010-05-25T12:55:45+01:00;Accepted
1-375646314;In Progress;2012-02-04T08:44:05+01:00;Accepted
1-375646314;Closed;2012-02-04T08:46:33+01:00;Completed
1-375670011;In Progress;2010-05-25T13:17:44+01:00;Accepted
1-375670011;Closed;2012-01-16T14:31:56+01:00;Completed
1-376424233;Assigned;2010-05-28T09:41:08+01:00;Accepted
1-376424233;In Progress;2011-08-26T13:14:03+01:00;Accepted
1-376424233;Closed;2012-01-16T13:42:34+01:00;Completed
1-377083756;In Progress;2010-06-01T11:19:11+01:00;Accepted
1-377083756;Awaiting Assignment;2010-06-01T11:34:03+01:00;Queued
1-377083756;In Progress;2010-06-01T16:19:00+01:00;Accepted
1-377083756;Assigned;2010-06-01T16:19:04+01:00;Accepted
1-377083756;In Progress;2010-06-11T18:35:32+01:00;Accepted
1-377083756;Wait;2010-06-11T18:38:36+01:00;Accepted
1-377083756;In Progress;2010-06-14T16:29:35+01:00;Accepted
1-377083756;Awaiting Assignment;2010-06-15T16:40:03+01:00;Queued
1-377083756;In Progress;2010-06-15T19:06:31+01:00;Accepted
1-377083756;In Progress;2010-06-15T19:08:29+01:00;Accepted
1-377083756;Assigned;2010-06-15T19:08:34+01:00;Accepted
1-377083756;In Progress;2012-02-02T22:50:43+01:00;Accepted
1-377083756;Closed;2012-02-02T22:51:53+01:00;Completed
1-377276064;In Progress;2010-06-02T08:21:51+01:00;Accepted
1-377276064;Awaiting Assignment;2010-06-02T08:29:29+01:00;Queued
1-377276064;In Progress;2010-06-02T11:37:06+01:00;Accepted
1-377276064;Assigned;2010-06-02T11:37:11+01:00;Accepted
1-377276064;In Progress;2012-01-31T09:59:47+01:00;Accepted
1-377276064;Closed;2012-01-31T10:01:20+01:00;Completed
1-377458451;In Progress;2010-06-02T14:14:09+01:00;Accepted
1-377458451;Awaiting Assignment;2010-06-02T14:16:27+01:00;Queued
1-377458451;In Progress;2010-06-02T14:35:15+01:00;Accepted
1-377458451;Assigned;2010-06-02T14:35:21+01:00;Accepted
1-377458451;In Progress;2012-02-04T09:18:21+01:00;Accepted
1-377458451;Closed;2012-02-04T09:20:11+01:00;Completed
1-378050311;Awaiting Assignment;2010-06-04T16:58:40+01:00;Queued
1-378050311;In Progress;2010-06-22T10:37:32+01:00;Accepted
1-378050311;Assigned;2010-06-22T12:51:32+01:00;Accepted
1-378050311;Assigned;2010-06-24T11:17:47+01:00;Accepted
1-378050311;In Progress;2010-07-09T10:03:29+01:00;Accepted
1-378050311;In Progress;2010-07-09T10:05:10+01:00;Accepted
1-378050311;Awaiting Assignment;2010-11-07T14:44:39+01:00;Queued
1-378050311;In Progress;2010-11-08T13:35:26+01:00;Accepted
1-378050311;Awaiting Assignment;2010-11-08T13:36:40+01:00;Queued
1-378050311;In Progress;2010-11-24T11:06:02+01:00;Accepted
1-378050311;Closed;2010-11-24T13:46:08+01:00;Completed
1-378050311;In Progress;2010-11-24T16:23:23+01:00;Accepted
1-378050311;Closed;2010-11-24T16:34:47+01:00;Completed
1-378050311;In Progress;2010-11-24T16:36:35+01:00;Accepted
1-378050311;Awaiting Assignment;2011-11-30T13:59:57+01:00;Queued
1-378050311;In Progress;2012-02-27T08:12:23+01:00;Accepted
1-378050311;Closed;2012-02-27T08:13:44+01:00;Completed
1-378054711;In Progress;2010-06-04T16:57:53+01:00;Accepted
1-378054711;Awaiting Assignment;2010-06-04T16:59:45+01:00;Queued
1-378054711;In Progress;2010-06-04T17:08:12+01:00;Accepted
1-378054711;Assigned;2010-06-04T17:08:18+01:00;Accepted
1-378054711;In Progress;2012-01-30T12:50:40+01:00;Accepted
1-378054711;Closed;2012-01-30T12:51:51+01:00;Completed
1-378744625;In Progress;2010-06-08T14:20:08+01:00;Accepted
1-378744625;Awaiting Assignment;2010-06-08T14:24:21+01:00;Queued
1-378744625;Assigned;2010-06-09T14:43:31+01:00;Accepted
1-378744625;Awaiting Assignment;2010-06-15T11:40:07+01:00;Queued
1-378744625;In Progress;2011-11-01T17:27:08+01:00;Accepted
1-378744625;Assigned;2011-11-01T17:29:39+01:00;Accepted
1-378744625;In Progress;2012-02-01T13:59:45+01:00;Accepted
1-378744625;Closed;2012-02-01T13:59:47+01:00;Completed
1-378976624;In Progress;2010-06-09T10:45:16+01:00;Accepted
1-378976624;Awaiting Assignment;2010-06-09T10:58:40+01:00;Queued
1-378976624;In Progress;2010-06-09T19:01:33+01:00;Accepted
1-378976624;Assigned;2010-06-09T19:01:38+01:00;Accepted
1-378976624;Awaiting Assignment;2011-04-08T12:57:15+01:00;Queued
1-378976624;Assigned;2011-04-08T12:57:49+01:00;Accepted
1-378976624;Assigned;2011-04-08T14:30:45+01:00;Accepted
1-378976624;Awaiting Assignment;2011-11-15T09:38:00+01:00;Queued
1-378976624;In Progress;2012-02-04T09:13:38+01:00;Accepted
1-378976624;Closed;2012-02-04T09:18:05+01:00;Completed
1-379209685;In Progress;2010-06-10T09:51:43+01:00;Accepted
1-379209685;In Progress;2012-03-13T08:30:17+01:00;Accepted
1-379209685;Closed;2012-03-13T08:33:30+01:00;Completed
1-379702919;In Progress;2010-06-13T15:31:25+01:00;Accepted
1-379702919;Awaiting Assignment;2010-06-13T15:34:31+01:00;Queued
1-379702919;In Progress;2010-10-25T10:08:52+01:00;Accepted
1-379702919;Assigned;2012-03-28T12:13:42+01:00;Accepted
1-379702919;Closed;2012-04-04T08:33:43+01:00;Completed
1-379789104;In Progress;2010-06-14T07:38:32+01:00;Accepted
1-379789104;Wait;2010-06-14T07:38:53+01:00;Accepted
1-379789104;In Progress;2010-06-14T14:34:32+01:00;Accepted
1-379789104;Wait;2010-06-14T14:57:51+01:00;Accepted
1-379789104;In Progress;2010-06-15T07:41:34+01:00;Accepted
1-379789104;Wait;2010-06-15T08:43:03+01:00;Accepted
1-379789104;In Progress;2012-03-28T13:42:34+01:00;Accepted
1-379789104;Closed;2012-03-28T13:45:28+01:00;Completed
1-380297615;In Progress;2010-06-15T11:58:18+01:00;Accepted
1-380297615;Assigned;2010-07-20T08:31:54+01:00;Accepted
1-380297615;In Progress;2011-09-03T06:38:14+01:00;Accepted
1-380297615;Wait;2012-05-04T15:43:47+01:00;Accepted
1-380297615;Closed;2012-05-04T15:49:36+01:00;Completed
1-380392616;In Progress;2010-06-15T15:37:49+01:00;Accepted
1-380392616;Awaiting Assignment;2010-06-15T15:46:08+01:00;Queued
1-380392616;In Progress;2010-06-15T15:50:16+01:00;Accepted
1-380392616;Assigned;2010-06-15T15:50:22+01:00;Accepted
1-380392616;In Progress;2010-08-27T18:14:48+01:00;Accepted
1-380392616;Assigned;2010-08-27T18:14:57+01:00;Accepted
1-380392616;Wait;2010-09-02T09:36:22+01:00;Accepted
1-380392616;Awaiting Assignment;2011-02-09T12:05:52+01:00;Queued
1-380392616;In Progress;2011-02-16T11:53:01+01:00;Accepted
1-380392616;Assigned;2011-02-16T11:53:25+01:00;Accepted
1-380392616;In Progress;2012-02-04T09:20:39+01:00;Accepted
1-380392616;Closed;2012-02-04T10:19:57+01:00;Completed
1-380527184;In Progress;2010-06-16T08:45:30+01:00;Accepted
1-380527184;Awaiting Assignment;2010-06-16T08:49:44+01:00;Queued
1-380527184;In Progress;2010-06-16T14:23:30+01:00;Accepted
1-380527184;Assigned;2010-06-16T14:23:35+01:00;Accepted
1-380527184;In Progress;2010-06-17T19:19:15+01:00;Accepted
1-380527184;Assigned;2010-06-17T19:19:20+01:00;Accepted
1-380527184;In Progress;2010-06-18T13:01:56+01:00;Accepted
1-380527184;Awaiting Assignment;2010-06-21T10:35:08+01:00;Queued
1-380527184;In Progress;2010-06-21T16:55:02+01:00;Accepted
1-380527184;Assigned;2010-06-21T17:00:14+01:00;Accepted
1-380527184;In Progress;2012-02-04T10:20:08+01:00;Accepted
1-380527184;Closed;2012-02-04T10:31:43+01:00;Completed
1-380632889;In Progress;2010-06-16T15:09:45+01:00;Accepted
1-380632889;Awaiting Assignment;2010-08-16T11:24:39+01:00;Queued
1-380632889;In Progress;2010-08-17T16:19:11+01:00;Accepted
1-380632889;Wait;2010-12-13T10:31:55+01:00;Accepted
1-380632889;Assigned;2011-06-27T11:22:34+01:00;Accepted
1-380632889;Wait;2011-06-27T11:31:34+01:00;Accepted
1-380632889;In Progress;2012-01-12T13:16:07+01:00;Accepted
1-380632889;Closed;2012-01-12T13:17:41+01:00;Completed
1-380654568;In Progress;2010-06-16T14:15:09+01:00;Accepted
1-380654568;Awaiting Assignment;2010-06-16T14:18:36+01:00;Queued
1-380654568;In Progress;2010-06-16T14:29:26+01:00;Accepted
1-380654568;Assigned;2010-06-16T14:29:31+01:00;Accepted
1-380654568;In Progress;2011-12-30T11:09:26+01:00;Accepted
1-380654568;Closed;2012-01-30T12:31:24+01:00;Completed
1-380885044;In Progress;2010-06-17T12:47:35+01:00;Accepted
1-380885044;Wait;2010-11-19T07:46:00+01:00;Accepted
1-380885044;In Progress;2010-11-26T08:09:31+01:00;Accepted
1-380885044;Closed;2010-11-26T08:09:39+01:00;Completed
1-380885044;In Progress;2010-12-16T16:27:03+01:00;Accepted
1-380885044;In Progress;2011-05-16T14:34:01+01:00;Accepted
1-380885044;Closed;2012-03-30T16:11:00+01:00;Completed
1-381124870;In Progress;2010-06-18T07:42:27+01:00;Accepted
1-381124870;Assigned;2010-06-18T07:45:02+01:00;Accepted
1-381124870;In Progress;2010-06-28T10:02:56+01:00;Accepted
1-381124870;Wait;2010-09-01T11:09:24+01:00;Accepted
1-381124870;Closed;2012-01-24T19:02:38+01:00;Completed
1-382209384;In Progress;2010-06-23T13:13:51+01:00;Accepted
1-382209384;In Progress;2011-09-03T06:46:51+01:00;Accepted
1-382209384;Assigned;2011-11-14T16:10:10+01:00;Accepted
1-382209384;In Progress;2012-03-08T10:29:26+01:00;Accepted
1-382209384;Closed;2012-03-08T10:30:46+01:00;Completed
1-382442048;In Progress;2010-06-24T11:41:19+01:00;Accepted
1-382442048;Awaiting Assignment;2010-06-24T11:45:02+01:00;Queued
1-382442048;In Progress;2010-06-24T13:18:38+01:00;Accepted
1-382442048;Wait;2010-06-24T13:19:43+01:00;Accepted
1-382442048;Assigned;2010-06-24T13:21:20+01:00;Accepted
1-382442048;In Progress;2012-02-04T10:27:58+01:00;Accepted
1-382442048;Closed;2012-02-04T10:30:03+01:00;Completed
1-383789251;In Progress;2010-07-01T11:20:33+01:00;Accepted
1-383789251;Closed;2012-01-09T15:31:04+01:00;Completed
1-384097130;In Progress;2010-07-02T12:43:45+01:00;Accepted
1-384097130;In Progress;2010-07-06T14:07:31+01:00;Accepted
1-384097130;Awaiting Assignment;2010-07-22T08:34:35+01:00;Queued
1-384097130;Awaiting Assignment;2010-07-22T08:43:19+01:00;Queued
1-384097130;Assigned;2010-07-22T08:43:20+01:00;Accepted
1-384097130;In Progress;2010-07-22T13:16:40+01:00;Accepted
1-384097130;Assigned;2010-07-23T17:20:27+01:00;Accepted
1-384097130;Assigned;2010-07-26T08:55:13+01:00;Accepted
1-384097130;Assigned;2010-08-06T15:45:05+01:00;Accepted
1-384097130;Assigned;2011-03-10T16:02:06+01:00;Accepted
1-384097130;In Progress;2011-03-29T09:44:20+01:00;Accepted
1-384097130;Wait;2011-04-13T14:23:07+01:00;Accepted
1-384097130;Assigned;2011-05-03T10:39:43+01:00;Accepted
1-384097130;In Progress;2011-09-14T11:04:32+01:00;Accepted
1-384097130;Assigned;2011-12-27T09:22:53+01:00;Accepted
1-384097130;Wait;2011-12-27T09:37:48+01:00;Accepted
1-384097130;Closed;2012-02-17T16:27:41+01:00;Completed
1-384757914;In Progress;2010-07-06T08:43:18+01:00;Accepted
1-384757914;Awaiting Assignment;2010-07-06T08:49:13+01:00;Queued
1-384757914;In Progress;2010-07-06T19:36:46+01:00;Accepted
1-384757914;Assigned;2010-07-06T19:42:20+01:00;Accepted
1-384757914;In Progress;2011-03-16T17:45:07+01:00;Accepted
